2008-01-25,-8,753,В,1
2008-01-26,-4,742,Ю,2
2008-01-27,-1,735,В,2
2008-01-28,-1,741,ЮВ,3
2008-01-29,-4,749,Ю,1
2008-01-30,-6,753,С,1
2008-01-31,-7,753,В,1
