2009-02-11,-4,754,В,3
2009-02-12,-5,754,ЮВ,2
2009-02-13,-5,751,ЮВ,3
2009-02-15,-2,756,В,2
2009-02-16,-2,756,В,3
2009-02-17,-3,756,В,2
