2009-02-18,-3,755,В,1
2009-02-19,-3,756,В,2
2009-02-20,-3,762,В,3
2009-02-21,-8,767,В,3
2009-02-22,-8,761,В,3
2009-02-23,-7,759,В,1
2009-02-24,-4,760,В,1
