2008-01-18,-8,765,Ю,1
2008-01-20,-9,762,Ю,3
2008-01-21,-15,759,В,2
2008-01-22,-13,753,В,4
2008-01-23,-9,751,Ю,3
2008-01-24,-11,750,В,3
