2008-09-01,13,741,З,3
2008-09-02,15,749,З,5
2008-09-03,14,751,З,2
2008-09-04,20,753,З,2
2008-09-05,26,753,З,3
2008-09-06,29,753,ЮЗ,2
2008-09-07,30,753,Ю,2
