2009-12-04,0,752,З,3
2009-12-05,-3,759,СВ,3
2009-12-06,-8,763,С,1
2009-12-07,-12,766,В,2
2009-12-08,-9,765,З,3
2009-12-09,-8,760,З,3
2009-12-11,-10,762,В,1
