2009-02-04,-8,748,ЮЗ,4
2009-02-05,-5,741,З,3
2009-02-06,-7,744,В,2
2009-02-07,-17,747,СЗ,2
2009-02-09,-6,756,ЮЗ,2
2009-02-10,-8,755,В,2
